Id,Label,POS_Category,Total_Frequency
pouvoir,pouvoir,VERB,1716
savoir,savoir,VERB,1275
main,main,NOUN,1148
Killian,Killian,PROPN,1090
vouloir,vouloir,VERB,1042
cœur,cœur,NOUN,880
fois,fois,NOUN,849
temps,temps,NOUN,786
prendre,prendre,VERB,781
aller,aller,VERB,780
Arya,Arya,PROPN,765
oeil,oeil,NOUN,752
mot,mot,NOUN,743
devoir,devoir,VERB,695
tête,tête,NOUN,686
regard,regard,NOUN,667
seul,seul,ADJ,651
Alric,Alric,PROPN,640
corps,corps,NOUN,640
petit,petit,ADJ,630
Aïdan,Aïdan,PROPN,611
sang,sang,NOUN,593
laisser,laisser,VERB,592
grand,grand,ADJ,571
nouveau,nouveau,ADJ,569
passer,passer,VERB,565
venir,venir,VERB,565
mots,mots,PROPN,535
vie,vie,NOUN,531
voir,voir,VERB,521
voix,voix,NOUN,519
mettre,mettre,VERB,518
visage,visage,NOUN,483
monde,monde,NOUN,468
magie,magie,NOUN,467
Reina,Reina,PROPN,458
comprendre,comprendre,VERB,447
côté,côté,NOUN,438
Abel,Abel,PROPN,434
rester,rester,VERB,434
jour,jour,NOUN,422
donner,donner,VERB,421
peau,peau,NOUN,419
voleur,voleur,NOUN,419
souvenir,souvenir,NOUN,413
croire,croire,VERB,404
âme,âme,NOUN,403
dernier,dernier,ADJ,396
bras,bras,NOUN,393
beau,beau,ADJ,392
attendre,attendre,VERB,391
moment,moment,NOUN,381
doute,doute,NOUN,379
doigt,doigt,NOUN,373
prince,prince,NOUN,369
chose,chose,NOUN,368
trouver,trouver,VERB,367
connaître,connaître,VERB,365
falloir,falloir,VERB,363
aimer,aimer,VERB,362
perdre,perdre,VERB,349
coup,coup,NOUN,342
mort,mort,NOUN,339
besoin,besoin,NOUN,335
Passeuse,Passeuse,PROPN,333
œil,œil,NOUN,333
devenir,devenir,VERB,331
sourire,sourire,NOUN,329
penser,penser,VERB,324
propre,propre,ADJ,324
nuit,nuit,NOUN,320
demander,demander,VERB,318
lumière,lumière,NOUN,317
air,air,NOUN,316
rendre,rendre,VERB,315
amour,amour,NOUN,314
bouche,bouche,NOUN,313
noir,noir,ADJ,313
sentir,sentir,VERB,313
tomber,tomber,VERB,310
esprit,esprit,NOUN,309
question,question,NOUN,309
peur,peur,NOUN,307
émotion,émotion,NOUN,304
place,place,NOUN,294
fin,fin,NOUN,293
pied,pied,NOUN,289
arriver,arriver,VERB,287
force,force,NOUN,282
homme,homme,NOUN,281
entendre,entendre,VERB,276
nom,nom,NOUN,276
chercher,chercher,VERB,272
créature,créature,NOUN,267
tenir,tenir,VERB,264
porter,porter,VERB,261
épaule,épaule,NOUN,260
dos,dos,NOUN,257
ouvrir,ouvrir,VERB,256
blanc,blanc,ADJ,253
ciel,ciel,NOUN,252
arbre,arbre,NOUN,251
fasciné,fasciné,PROPN,251
feu,feu,NOUN,250
sembler,sembler,VERB,250
sortir,sortir,VERB,249
vrai,vrai,ADJ,249
long,long,ADJ,248
cheveu,cheveu,NOUN,247
femme,femme,NOUN,246
histoire,histoire,NOUN,245
eau,eau,NOUN,243
vérité,vérité,NOUN,240
terre,terre,NOUN,236
part,part,NOUN,234
étoile,étoile,NOUN,227
changer,changer,VERB,224
lèvre,lèvre,NOUN,224
parler,parler,VERB,223
bout,bout,NOUN,221
raison,raison,NOUN,220
arrêter,arrêter,VERB,218
porte,porte,NOUN,216
rouge,rouge,ADJ,216
partie,partie,NOUN,212
tour,tour,NOUN,211
continuer,continuer,VERB,210
ombre,ombre,NOUN,209
oublier,oublier,VERB,208
retrouver,retrouver,VERB,208
famille,famille,NOUN,206
tourner,tourner,VERB,205
douleur,douleur,NOUN,204
envie,envie,NOUN,203
livre,livre,NOUN,203
seconde,seconde,NOUN,203
traverser,traverser,VERB,203
suivre,suivre,VERB,201
mère,mère,NOUN,200
intérieur,intérieur,NOUN,199
odeur,odeur,NOUN,196
prêt,prêt,ADJ,194
silence,silence,NOUN,194
pensée,pensée,NOUN,193
servir,servir,VERB,192
jouer,jouer,VERB,191
fond,fond,NOUN,190
garder,garder,VERB,187
souffrance,souffrance,NOUN,187
quitter,quitter,VERB,186
chair,chair,NOUN,184
cacher,cacher,VERB,183
compter,compter,VERB,183
exister,exister,VERB,183
heure,heure,NOUN,183
répondre,répondre,VERB,183
choix,choix,NOUN,180
simple,simple,ADJ,180
confiance,confiance,NOUN,179
secret,secret,NOUN,179
importer,importer,VERB,178
lever,lever,VERB,177
rire,rire,NOUN,177
sens,sens,NOUN,177
chemin,chemin,NOUN,174
mourir,mourir,VERB,174
verre,verre,NOUN,174
poser,poser,VERB,173
rejoindre,rejoindre,VERB,172
sûr,sûr,ADJ,172
compagnon,compagnon,NOUN,171
compte,compte,NOUN,171
finir,finir,VERB,171
ami,ami,NOUN,170
revenir,revenir,VERB,167
bleu,bleu,ADJ,166
oreille,oreille,NOUN,166
fleur,fleur,NOUN,165
pierre,pierre,NOUN,165
aider,aider,VERB,164
Thorval,Thorval,PROPN,162
accepter,accepter,VERB,162
manière,manière,NOUN,162
mauvais,mauvais,ADJ,162
milieu,milieu,NOUN,162
retenir,retenir,VERB,162
poitrine,poitrine,NOUN,161
sol,sol,NOUN,161
empêcher,empêcher,VERB,160
sombre,sombre,ADJ,159
droit,droit,NOUN,158
larme,larme,NOUN,157
étrange,étrange,ADJ,157
combat,combat,NOUN,156
forme,forme,NOUN,156
relever,relever,VERB,156
soleil,soleil,NOUN,156
parole,parole,NOUN,155
posséder,posséder,VERB,155
réponse,réponse,NOUN,155
geste,geste,NOUN,154
plume,plume,NOUN,153
tendre,tendre,VERB,153
présent,présent,NOUN,152
bois,bois,NOUN,151
couleur,couleur,NOUN,151
lieu,lieu,NOUN,151
peine,peine,NOUN,151
cause,cause,NOUN,150
utiliser,utiliser,VERB,150
idée,idée,NOUN,149
rêve,rêve,NOUN,148
royaume,royaume,NOUN,147
ancien,ancien,ADJ,145
impression,impression,NOUN,145
bruit,bruit,NOUN,144
enfant,enfant,NOUN,144
lien,lien,NOUN,144
face,face,NOUN,143
offrir,offrir,VERB,143
réussir,réussir,VERB,143
Mantra,Mantra,PROPN,142
aile,aile,NOUN,142
battre,battre,VERB,142
colère,colère,NOUN,142
jeter,jeter,VERB,142
abandonner,abandonner,VERB,141
frère,frère,NOUN,141
rose,rose,NOUN,141
toucher,toucher,VERB,141
arracher,arracher,VERB,140
sentiment,sentiment,NOUN,140
beauté,beauté,NOUN,139
jeune,jeune,ADJ,139
manquer,manquer,VERB,139
mémoire,mémoire,NOUN,139
protéger,protéger,VERB,139
roi,roi,NOUN,139
partir,partir,VERB,138
image,image,NOUN,137
père,père,NOUN,137
vide,vide,NOUN,137
Cassandre,Cassandre,PROPN,136
Teslan,Teslan,PROPN,136
cri,cri,NOUN,136
Dhurgal,Dhurgal,PROPN,135
miroir,miroir,NOUN,135
énergie,énergie,NOUN,135
cas,cas,NOUN,134
former,former,VERB,134
instant,instant,NOUN,134
tuer,tuer,VERB,134
décider,décider,VERB,133
reprendre,reprendre,VERB,133
ressembler,ressembler,VERB,133
commencer,commencer,VERB,132
lit,lit,NOUN,132
montrer,montrer,VERB,132
éclat,éclat,NOUN,132
Archelune,Archelune,PROPN,131
Eidolôn,Eidolôn,PROPN,131
froid,froid,ADJ,131
jambe,jambe,NOUN,131
désir,désir,NOUN,130
présence,présence,NOUN,130
ressentir,ressentir,VERB,130
souffle,souffle,NOUN,130
travers,travers,NOUN,130
capable,capable,ADJ,129
choisir,choisir,VERB,129
langue,langue,NOUN,129
table,table,NOUN,129
approcher,approcher,VERB,128
forêt,forêt,NOUN,128
appartenir,appartenir,VERB,127
pousser,pousser,VERB,127
cœurs,cœurs,NOUN,126
obliger,obliger,VERB,126
refuser,refuser,VERB,126
reste,reste,NOUN,126
arène,arène,PROPN,124
chance,chance,NOUN,124
cou,cou,NOUN,124
espoir,espoir,NOUN,124
ligne,ligne,NOUN,124
éphémère,éphémère,PROPN,124
Megara,Megara,PROPN,123
apprendre,apprendre,VERB,123
puissant,puissant,ADJ,123
attention,attention,NOUN,122
bas,bas,ADJ,122
chaleur,chaleur,NOUN,122
flamme,flamme,NOUN,122
lieutenant,lieutenant,NOUN,122
pluie,pluie,NOUN,122
Rosenwald,Rosenwald,PROPN,121
invisible,invisible,ADJ,121
retirer,retirer,VERB,121
ville,ville,NOUN,121
enfoncer,enfoncer,VERB,120
retourner,retourner,VERB,120
sorte,sorte,NOUN,120
Victoria,Victoria,PROPN,119
regarder,regarder,VERB,119
vivre,vivre,VERB,119
arme,arme,NOUN,118
nez,nez,NOUN,118
créer,créer,VERB,117
meilleur,meilleur,ADJ,117
mouvement,mouvement,NOUN,117
voler,voler,VERB,117
croiser,croiser,VERB,115
essayer,essayer,VERB,115
genre,genre,NOUN,115
serpent,serpent,NOUN,115
ténèbre,ténèbre,NOUN,115
os,os,NOUN,114
réalité,réalité,NOUN,114
briser,briser,VERB,113
général,général,NOUN,113
mur,mur,NOUN,113
possible,possible,ADJ,113
échapper,échapper,VERB,113
argent,argent,NOUN,112
sauver,sauver,VERB,112
Hélianthe,Hélianthe,PROPN,111
écouter,écouter,VERB,111
Luna,Luna,PROPN,110
douceur,douceur,NOUN,110
creux,creux,NOUN,109
gorge,gorge,NOUN,109
maître,maître,NOUN,109
nature,nature,NOUN,109
ventre,ventre,NOUN,109
agir,agir,VERB,108
remarquer,remarquer,VERB,108
chaud,chaud,ADJ,107
endroit,endroit,NOUN,107
fille,fille,NOUN,107
moindre,moindre,ADJ,107
véritable,véritable,ADJ,107
entrer,entrer,VERB,106
pièce,pièce,NOUN,106
suffire,suffire,VERB,106
parfait,parfait,ADJ,105
parfum,parfum,NOUN,105
silhouette,silhouette,NOUN,105
accompagner,accompagner,VERB,104
fil,fil,NOUN,104
minute,minute,NOUN,104
entier,entier,ADJ,103
espérer,espérer,VERB,103
guide,guide,NOUN,103
imaginer,imaginer,VERB,103
masque,masque,NOUN,103
paupière,paupière,NOUN,103
Hélios,Hélios,PROPN,102
Palladium,Palladium,PROPN,102
atteindre,atteindre,VERB,102
cristal,cristal,NOUN,102
découvrir,découvrir,VERB,102
jeu,jeu,NOUN,102
partager,partager,VERB,102
conscience,conscience,NOUN,101
papillon,papillon,NOUN,101
suite,suite,NOUN,101
Sol'Zar,Sol'Zar,PROPN,100
brûler,brûler,VERB,100
couler,couler,VERB,100
monstre,monstre,NOUN,100
vieux,vieux,ADJ,100
accrocher,accrocher,VERB,99
gris,gris,ADJ,99
obscurité,obscurité,NOUN,99
sœur,sœur,NOUN,99
Saren,Saren,PROPN,98
tenter,tenter,VERB,98
éloigner,éloigner,VERB,98
Limë,Limë,PROPN,97
appel,appel,NOUN,97
commun,commun,ADJ,97
couper,couper,VERB,97
naître,naître,VERB,97
vent,vent,NOUN,97
début,début,NOUN,96
monter,monter,VERB,96
avancer,avancer,VERB,95
combattant,combattant,NOUN,95
semblable,semblable,ADJ,95
accueillir,accueillir,VERB,94
appeler,appeler,VERB,94
cadeau,cadeau,NOUN,94
ennemi,ennemi,NOUN,94
humain,humain,ADJ,94
oiseau,oiseau,NOUN,94
page,page,NOUN,94
passage,passage,NOUN,94
plaisir,plaisir,NOUN,94
animal,animal,NOUN,93
chambre,chambre,NOUN,93
disparaître,disparaître,VERB,93
profond,profond,ADJ,93
saule,saule,NOUN,93
baiser,baiser,NOUN,92
encre,encre,NOUN,92
retour,retour,NOUN,92
répéter,répéter,VERB,92
révéler,révéler,VERB,92
état,état,NOUN,92
doux,doux,ADJ,91
détourner,détourner,VERB,91
heureux,heureux,ADJ,91
libérer,libérer,VERB,91
marche,marche,NOUN,91
mériter,mériter,VERB,91
remettre,remettre,VERB,91
accorder,accorder,VERB,90
amuser,amuser,VERB,90
charger,charger,VERB,90
poids,poids,NOUN,90
rencontrer,rencontrer,VERB,90
vision,vision,NOUN,90
Mantras,Mantras,PROPN,89
gros,gros,ADJ,89
important,important,ADJ,89
lire,lire,VERB,89
frapper,frapper,VERB,88
gardien,gardien,NOUN,88
vue,vue,NOUN,88
Onyx,Onyx,PROPN,87
coin,coin,NOUN,87
fermer,fermer,VERB,87
observer,observer,VERB,87
poing,poing,NOUN,87
repousser,repousser,VERB,87
écarter,écarter,VERB,87
ajouter,ajouter,VERB,86
front,front,NOUN,86
obtenir,obtenir,VERB,86
occuper,occuper,VERB,86
préférer,préférer,VERB,86
avance,avance,NOUN,85
contenir,contenir,VERB,85
poussière,poussière,NOUN,85
sujet,sujet,NOUN,85
surprendre,surprendre,VERB,85
trait,trait,NOUN,85
admettre,admettre,VERB,84
contraire,contraire,NOUN,84
fou,fou,ADJ,84
magique,magique,ADJ,84
soir,soir,NOUN,84
souhaiter,souhaiter,VERB,84
cesser,cesser,VERB,83
dent,dent,NOUN,83
déposer,déposer,VERB,83
rage,rage,NOUN,83
allonger,allonger,VERB,82
chemise,chemise,NOUN,82
feuille,feuille,NOUN,82
maison,maison,NOUN,82
racine,racine,NOUN,82
vois,vois,ADJ,82
avouer,avouer,VERB,81
destin,destin,NOUN,81
effacer,effacer,VERB,81
flèche,flèche,NOUN,81
glisser,glisser,VERB,81
joue,joue,NOUN,81
lourd,lourd,ADJ,81
recevoir,recevoir,VERB,81
tirer,tirer,VERB,81
branche,branche,NOUN,80
dangereux,dangereux,ADJ,80
dieu,dieu,NOUN,80
reconnaître,reconnaître,VERB,80
voulais,voulais,VERB,80
angoisse,angoisse,NOUN,79
confier,confier,VERB,79
danger,danger,NOUN,79
joie,joie,NOUN,79
permettre,permettre,VERB,79
pire,pire,NOUN,79
reflet,reflet,NOUN,79
remplir,remplir,VERB,79
sensation,sensation,NOUN,79
veine,veine,NOUN,79
évidence,évidence,NOUN,79
foyer,foyer,PROPN,78
habitude,habitude,NOUN,78
ordre,ordre,NOUN,78
signe,signe,NOUN,78
Naessis,Naessis,PROPN,77
apporter,apporter,VERB,77
calme,calme,NOUN,77
difficile,difficile,ADJ,77
goutte,goutte,NOUN,77
haine,haine,NOUN,77
surface,surface,NOUN,77
blessure,blessure,NOUN,76
bonheur,bonheur,NOUN,76
carte,carte,NOUN,76
ferraille,ferraille,PROPN,76
mer,mer,NOUN,76
précieux,précieux,ADJ,76
réveiller,réveiller,VERB,76
épée,épée,NOUN,76
chaos,chaos,NOUN,75
expliquer,expliquer,VERB,75
fer,fer,NOUN,75
garde,garde,NOUN,75
pointer,pointer,VERB,75
raconter,raconter,VERB,75
soulever,soulever,VERB,75
supporter,supporter,VERB,75
Guérisseuse,Guérisseuse,PROPN,74
contenter,contenter,VERB,74
forcer,forcer,VERB,74
goût,goût,NOUN,74
lueur,lueur,NOUN,74
léger,léger,ADJ,74
maudit,maudit,ADJ,74
mois,mois,NOUN,74
moitié,moitié,NOUN,74
morceau,morceau,NOUN,74
reine,reine,NOUN,74
soldat,soldat,NOUN,74
éclater,éclater,VERB,74
élever,élever,VERB,74
Miasme,Miasme,PROPN,72
année,année,NOUN,72
apparence,apparence,NOUN,72
faux,faux,ADJ,72
manque,manque,NOUN,72
paraître,paraître,VERB,72
paume,paume,NOUN,72
prisonnier,prisonnier,NOUN,72
sable,sable,NOUN,72
écraser,écraser,VERB,72
œuvre,œuvre,NOUN,72
Loothar,Loothar,PROPN,71
Nightbringer,Nightbringer,PROPN,71
cage,cage,NOUN,71
couche,couche,NOUN,71
herbe,herbe,NOUN,71
illusion,illusion,NOUN,71
magnifique,magnifique,ADJ,71
marquer,marquer,VERB,71
récupérer,récupérer,VERB,71
sec,sec,ADJ,71
torse,torse,NOUN,71
conscient,conscient,ADJ,70
courage,courage,NOUN,70
cuir,cuir,NOUN,70
détacher,détacher,VERB,70
marcher,marcher,VERB,70
pression,pression,NOUN,70
prononcer,prononcer,VERB,70
préparer,préparer,VERB,70
saisir,saisir,VERB,70
drôle,drôle,ADJ,69
envoyer,envoyer,VERB,69
fils,fils,NOUN,69
fumée,fumée,NOUN,69
inné,inné,PROPN,69
nourrir,nourrir,VERB,69
plaie,plaie,NOUN,69
proposer,proposer,VERB,69
éviter,éviter,VERB,69
Gemelli,Gemelli,PROPN,68
existence,existence,NOUN,68
lancer,lancer,VERB,68
lâcher,lâcher,VERB,68
mener,mener,VERB,68
parvenir,parvenir,VERB,68
pencher,pencher,VERB,68
sommeil,sommeil,NOUN,68
taille,taille,NOUN,68
éteindre,éteindre,VERB,68
Ignis,Ignis,PROPN,67
battement,battement,NOUN,67
gagner,gagner,VERB,67
profiter,profiter,VERB,67
prêter,prêter,VERB,67
regretter,regretter,VERB,67
secouer,secouer,VERB,67
transformer,transformer,VERB,67
vêtement,vêtement,NOUN,67
Khamsin,Khamsin,PROPN,66
bord,bord,NOUN,66
imposer,imposer,VERB,66
iris,iris,NOUN,66
oser,oser,VERB,66
rappeler,rappeler,VERB,66
rare,rare,ADJ,66
robe,robe,NOUN,66
séparer,séparer,VERB,66
unique,unique,ADJ,66
court,court,ADJ,65
fantôme,fantôme,NOUN,65
lame,lame,NOUN,65
liberté,liberté,NOUN,65
preuve,preuve,NOUN,65
remonter,remonter,VERB,65
rôle,rôle,NOUN,65
trace,trace,NOUN,65
Horner,Horner,PROPN,64
caresser,caresser,VERB,64
cauchemar,cauchemar,NOUN,64
dépasser,dépasser,VERB,64
espace,espace,NOUN,64
libre,libre,ADJ,64
maintenir,maintenir,VERB,64
métal,métal,NOUN,64
pleurer,pleurer,VERB,64
problème,problème,NOUN,64
sourcil,sourcil,NOUN,64
vert,vert,ADJ,64
voile,voile,NOUN,64
Bruixe,Bruixe,PROPN,63
aide,aide,NOUN,63
allié,allié,NOUN,63
détester,détester,VERB,63
hauteur,hauteur,NOUN,63
inquiéter,inquiéter,VERB,63
intéresser,intéresser,VERB,63
muscle,muscle,NOUN,63
tableau,tableau,NOUN,63
Halgerta,Halgerta,PROPN,62
emporter,emporter,VERB,62
membre,membre,NOUN,62
prix,prix,NOUN,62
reposer,reposer,VERB,62
bête,bête,NOUN,61
cendre,cendre,NOUN,61
cité,cité,NOUN,61
contact,contact,NOUN,61
culpabilité,culpabilité,NOUN,61
glacé,glacé,ADJ,61
guerre,guerre,NOUN,61
objet,objet,NOUN,61
remplacer,remplacer,VERB,61
valoir,valoir,VERB,61
vivant,vivant,ADJ,61
Onome,Onome,PROPN,60
Pixie,Pixie,PROPN,60
briller,briller,VERB,60
déplacer,déplacer,VERB,60
fier,fier,ADJ,60
fondre,fondre,VERB,60
impossible,impossible,ADJ,60
lumineux,lumineux,ADJ,60
paix,paix,NOUN,60
pointe,pointe,NOUN,60
puissance,puissance,NOUN,60
rencontre,rencontre,NOUN,60
revanche,revanche,NOUN,60
réfléchir,réfléchir,VERB,60
vague,vague,NOUN,60
adorer,adorer,VERB,59
attirer,attirer,VERB,59
brillant,brillant,ADJ,59
corneille,corneille,NOUN,59
couronne,couronne,NOUN,59
cracher,cracher,VERB,59
dormir,dormir,VERB,59
déverser,déverser,VERB,59
enrouler,enrouler,VERB,59
fenêtre,fenêtre,NOUN,59
horreur,horreur,NOUN,59
incapable,incapable,ADJ,59
miracle,miracle,NOUN,59
naturel,naturel,ADJ,59
niveau,niveau,NOUN,59
pauvre,pauvre,ADJ,59
reculer,reculer,VERB,59
réclamer,réclamer,VERB,59
sortilège,sortilège,NOUN,59
souffrir,souffrir,VERB,59
toile,toile,NOUN,59
étouffer,étouffer,VERB,59
Lyncée,Lyncée,PROPN,58
appuyer,appuyer,VERB,58
devr,devr,VERB,58
détail,détail,NOUN,58
perfection,perfection,NOUN,58
plonger,plonger,VERB,58
poche,poche,NOUN,58
souffler,souffler,VERB,58
symbole,symbole,NOUN,58
écouler,écouler,VERB,58
épais,épais,ADJ,58
Séïa,Séïa,PROPN,57
cercle,cercle,NOUN,57
information,information,NOUN,57
mesure,mesure,NOUN,57
pareil,pareil,NOUN,57
peinture,peinture,NOUN,57
ramener,ramener,VERB,57
représenter,représenter,VERB,57
respirer,respirer,VERB,57
revoir,revoir,VERB,57
sacrifice,sacrifice,NOUN,57
tristesse,tristesse,NOUN,57
violence,violence,NOUN,57
Gallicia,Gallicia,PROPN,56
Kortan,Kortan,PROPN,56
Protego,Protego,PROPN,56
acte,acte,NOUN,56
descendre,descendre,VERB,56
décision,décision,NOUN,56
départ,départ,NOUN,56
envoler,envoler,VERB,56
ongle,ongle,NOUN,56
phrase,phrase,NOUN,56
plaire,plaire,VERB,56
plan,plan,NOUN,56
présenter,présenter,VERB,56
rattraper,rattraper,VERB,56
équilibre,équilibre,NOUN,56
Een,Een,PROPN,55
Légèreté,Légèreté,NOUN,55
Ravenwood,Ravenwood,PROPN,55
bouger,bouger,VERB,55
crâne,crâne,NOUN,55
fonctionner,fonctionner,VERB,55
marque,marque,NOUN,55
refermer,refermer,VERB,55
respiration,respiration,NOUN,55
tas,tas,NOUN,55
tempête,tempête,NOUN,55
triste,triste,ADJ,55
écrire,écrire,VERB,55
Archalyens,Archalyens,PROPN,54
Galéjade,Galéjade,PROPN,54
arrivée,arrivée,NOUN,54
attraper,attraper,VERB,54
champ,champ,NOUN,54
déchirer,déchirer,VERB,54
dégager,dégager,VERB,54
espèce,espèce,NOUN,54
occasion,occasion,NOUN,54
rassurer,rassurer,VERB,54
sauter,sauter,VERB,54
Nergal,Nergal,PROPN,53
affaire,affaire,NOUN,53
asseoir,asseoir,VERB,53
chagrin,chagrin,NOUN,53
château,château,NOUN,53
clé,clé,NOUN,53
douloureux,douloureux,ADJ,53
dévorer,dévorer,VERB,53
erreur,erreur,NOUN,53
nombre,nombre,NOUN,53
planter,planter,VERB,53
plaquer,plaquer,VERB,53
poignet,poignet,NOUN,53
réplique,réplique,NOUN,53
surprise,surprise,NOUN,53
bulle,bulle,NOUN,52
corde,corde,NOUN,52
direction,direction,NOUN,52
dur,dur,ADJ,52
foule,foule,NOUN,52
glace,glace,NOUN,52
hanche,hanche,NOUN,52
ignorer,ignorer,VERB,52
lier,lier,VERB,52
neige,neige,NOUN,52
nuage,nuage,NOUN,52
promesse,promesse,NOUN,52
subir,subir,VERB,52
survivre,survivre,VERB,52
valeur,valeur,NOUN,52
échange,échange,NOUN,52
Marâ,Marâ,PROPN,51
destinée,destinée,NOUN,51
drap,drap,NOUN,51
débarrasser,débarrasser,VERB,51
désespoir,désespoir,NOUN,51
détruire,détruire,VERB,51
entrée,entrée,NOUN,51
frontière,frontière,PROPN,51
hésiter,hésiter,VERB,51
large,large,ADJ,51
nuque,nuque,NOUN,51
parent,parent,NOUN,51
suspendre,suspendre,VERB,51
éternel,éternel,ADJ,51
assurer,assurer,VERB,50
avis,avis,NOUN,50
chaîne,chaîne,NOUN,50
cicatrice,cicatrice,NOUN,50
clair,clair,ADJ,50
coller,coller,VERB,50
colonne,colonne,NOUN,50
combattre,combattre,VERB,50
contempler,contempler,VERB,50
couverture,couverture,NOUN,50
expression,expression,NOUN,50
grave,grave,ADJ,50
index,index,NOUN,50
inviter,inviter,VERB,50
mission,mission,NOUN,50
placer,placer,VERB,50
prochain,prochain,ADJ,50
